,DATE,day_of_week,Month
408169,2014-03-26,Wednesday,March
408170,2014-02-26,Wednesday,February
408171,2014-05-25,Sunday,May
408172,2014-08-11,Monday,August
408173,2014-12-28,Sunday,December
408174,2014-04-29,Tuesday,April
408177,2014-07-21,Monday,July
408178,2014-10-05,Sunday,October
408181,2014-12-31,Wednesday,December
408182,2014-09-18,Thursday,September
408185,2014-03-14,Friday,March
408187,2014-04-04,Friday,April
408189,2014-07-27,Sunday,July
408191,2014-03-03,Monday,March
408192,2014-10-01,Wednesday,October
408198,2014-05-22,Thursday,May
408199,2014-05-24,Saturday,May
408200,2014-06-24,Tuesday,June
408201,2014-09-10,Wednesday,September
408205,2014-02-22,Saturday,February
408207,2014-01-15,Wednesday,January
408214,2014-01-07,Tuesday,January
408215,2014-07-07,Monday,July
408216,2014-08-18,Monday,August
408217,2014-04-18,Friday,April
408218,2014-12-09,Tuesday,December
408219,2014-12-05,Friday,December
408220,2014-03-27,Thursday,March
408225,2014-06-05,Thursday,June
408230,2014-06-11,Wednesday,June
408236,2014-11-10,Monday,November
408238,2014-03-10,Monday,March
408248,2014-08-03,Sunday,August
408249,2014-01-10,Friday,January
408252,2014-02-09,Sunday,February
408254,2014-12-25,Thursday,December
408255,2014-03-18,Tuesday,March
408256,2014-08-21,Thursday,August
408257,2014-10-14,Tuesday,October
408258,2014-11-03,Monday,November
408259,2014-05-03,Saturday,May
408260,2014-02-13,Thursday,February
408261,2014-10-04,Saturday,October
408262,2014-06-04,Wednesday,June
408263,2014-07-29,Tuesday,July
408265,2014-09-12,Friday,September
408266,2014-06-20,Friday,June
408267,2014-05-02,Friday,May
408269,2014-10-22,Wednesday,October
408270,2014-05-29,Thursday,May
408275,2014-01-01,Wednesday,January
408277,2014-02-25,Tuesday,February
408283,2014-12-12,Friday,December
408284,2014-09-01,Monday,September
408287,2014-11-02,Sunday,November
408288,2014-02-08,Saturday,February
408290,2014-09-20,Saturday,September
408293,2014-09-11,Thursday,September
408295,2014-09-03,Wednesday,September
408301,2014-11-08,Saturday,November
408303,2014-03-01,Saturday,March
408305,2014-08-10,Sunday,August
408307,2014-04-17,Thursday,April
408309,2014-08-25,Monday,August
408312,2014-10-06,Monday,October
408313,2014-07-23,Wednesday,July
408314,2014-11-30,Sunday,November
408315,2014-08-26,Tuesday,August
408316,2014-08-22,Friday,August
408319,2014-08-12,Tuesday,August
408321,2014-08-13,Wednesday,August
408322,2014-07-04,Friday,July
408323,2014-06-22,Sunday,June
408325,2014-02-01,Saturday,February
408327,2014-12-24,Wednesday,December
408328,2014-05-23,Friday,May
408330,2014-03-15,Saturday,March
408332,2014-10-27,Monday,October
408335,2014-04-12,Saturday,April
408338,2014-07-18,Friday,July
408339,2014-07-13,Sunday,July
408340,2014-11-29,Saturday,November
408346,2014-01-16,Thursday,January
408349,2014-06-01,Sunday,June
408350,2014-08-08,Friday,August
408352,2014-07-05,Saturday,July
408354,2014-10-21,Tuesday,October
408364,2014-06-19,Thursday,June
408365,2014-07-15,Tuesday,July
408369,2014-02-16,Sunday,February
408372,2014-11-16,Sunday,November
408373,2014-06-08,Sunday,June
408377,2014-10-20,Monday,October
408379,2014-03-31,Monday,March
408381,2014-02-23,Sunday,February
408388,2014-05-13,Tuesday,May
408392,2014-10-13,Monday,October
408393,2014-10-15,Wednesday,October
408398,2014-01-12,Sunday,January
408402,2014-01-05,Sunday,January
408408,2014-11-20,Thursday,November
408429,2014-02-14,Friday,February
408433,2014-03-30,Sunday,March
408438,2014-07-14,Monday,July
408442,2014-12-11,Thursday,December
408444,2014-11-06,Thursday,November
408446,2014-03-05,Wednesday,March
408449,2014-12-20,Saturday,December
408450,2014-05-01,Thursday,May
408451,2014-03-25,Tuesday,March
408454,2014-06-15,Sunday,June
408455,2014-04-16,Wednesday,April
408460,2014-02-10,Monday,February
408462,2014-02-11,Tuesday,February
408465,2014-10-08,Wednesday,October
408494,2014-08-23,Saturday,August
408500,2014-06-28,Saturday,June
408503,2014-06-16,Monday,June
408510,2014-09-16,Tuesday,September
408516,2014-12-01,Monday,December
408518,2014-10-11,Saturday,October
408521,2014-02-24,Monday,February
408522,2014-01-25,Saturday,January
408528,2014-12-14,Sunday,December
408529,2014-04-06,Sunday,April
408533,2014-08-09,Saturday,August
408534,2014-10-10,Friday,October
408537,2014-01-11,Saturday,January
408538,2014-02-17,Monday,February
408540,2014-12-16,Tuesday,December
408544,2014-04-15,Tuesday,April
408545,2014-06-14,Saturday,June
408547,2014-12-30,Tuesday,December
408548,2014-12-02,Tuesday,December
408554,2014-09-19,Friday,September
408557,2014-11-11,Tuesday,November
408558,2014-07-26,Saturday,July
408564,2014-12-23,Tuesday,December
408567,2014-06-30,Monday,June
408572,2014-06-03,Tuesday,June
408574,2014-03-12,Wednesday,March
408580,2014-09-25,Thursday,September
408581,2014-04-30,Wednesday,April
408583,2014-06-02,Monday,June
408593,2014-04-20,Sunday,April
408596,2014-11-22,Saturday,November
408598,2014-04-02,Wednesday,April
408599,2014-11-24,Monday,November
408600,2014-04-11,Friday,April
408601,2014-08-28,Thursday,August
408607,2014-04-07,Monday,April
408620,2014-11-05,Wednesday,November
408623,2014-03-23,Sunday,March
408629,2014-02-15,Saturday,February
408631,2014-05-21,Wednesday,May
408634,2014-01-31,Friday,January
408637,2014-01-21,Tuesday,January
408643,2014-01-13,Monday,January
408644,2014-05-04,Sunday,May
408646,2014-09-04,Thursday,September
408650,2014-12-18,Thursday,December
408655,2014-01-04,Saturday,January
408656,2014-08-07,Thursday,August
408658,2014-05-27,Tuesday,May
408666,2014-05-10,Saturday,May
408674,2014-08-06,Wednesday,August
408686,2014-01-24,Friday,January
408687,2014-08-02,Saturday,August
408704,2014-04-25,Friday,April
408705,2014-10-29,Wednesday,October
408715,2014-06-07,Saturday,June
408716,2014-08-20,Wednesday,August
408720,2014-04-05,Saturday,April
408726,2014-01-03,Friday,January
408730,2014-02-03,Monday,February
408731,2014-10-17,Friday,October
408734,2014-06-06,Friday,June
408742,2014-10-09,Thursday,October
408747,2014-07-11,Friday,July
408748,2014-12-22,Monday,December
408758,2014-07-03,Thursday,July
408760,2014-06-25,Wednesday,June
408781,2014-12-26,Friday,December
408784,2014-09-08,Monday,September
408786,2014-02-12,Wednesday,February
408790,2014-05-09,Friday,May
408794,2014-04-24,Thursday,April
408799,2014-01-08,Wednesday,January
408802,2014-01-23,Thursday,January
408806,2014-11-12,Wednesday,November
408818,2014-12-21,Sunday,December
408819,2014-02-27,Thursday,February
408827,2014-05-30,Friday,May
408828,2014-04-28,Monday,April
408846,2014-02-04,Tuesday,February
408856,2014-01-02,Thursday,January
408863,2014-11-13,Thursday,November
408870,2014-03-29,Saturday,March
408872,2014-12-19,Friday,December
408885,2014-03-17,Monday,March
408887,2014-06-17,Tuesday,June
408900,2014-12-08,Monday,December
408910,2014-07-17,Thursday,July
408916,2014-09-15,Monday,September
408936,2014-04-01,Tuesday,April
408941,2014-03-20,Thursday,March
408959,2014-04-21,Monday,April
408969,2014-03-11,Tuesday,March
408971,2014-05-07,Wednesday,May
408972,2014-08-05,Tuesday,August
408991,2014-08-29,Friday,August
408999,2014-05-12,Monday,May
409031,2014-03-28,Friday,March
409032,2014-04-23,Wednesday,April
409040,2014-11-04,Tuesday,November
409042,2014-05-16,Friday,May
409050,2014-06-10,Tuesday,June
409064,2014-10-03,Friday,October
409067,2014-02-28,Friday,February
409075,2014-06-13,Friday,June
409094,2014-07-30,Wednesday,July
409122,2014-07-06,Sunday,July
409130,2014-07-25,Friday,July
409147,2014-02-07,Friday,February
409151,2014-11-21,Friday,November
409153,2014-03-08,Saturday,March
409226,2014-12-04,Thursday,December
409234,2014-09-23,Tuesday,September
409243,2014-01-28,Tuesday,January
409310,2014-05-06,Tuesday,May
409331,2014-01-19,Sunday,January
409346,2014-07-20,Sunday,July
409354,2014-02-05,Wednesday,February
409361,2014-04-09,Wednesday,April
409363,2014-10-26,Sunday,October
409382,2014-11-01,Saturday,November
409445,2014-08-27,Wednesday,August
409451,2014-11-07,Friday,November
409470,2014-03-09,Sunday,March
409523,2014-03-16,Sunday,March
409546,2014-01-18,Saturday,January
409567,2014-03-13,Thursday,March
409590,2014-08-15,Friday,August
409652,2014-02-06,Thursday,February
409699,2014-01-20,Monday,January
409705,2014-11-26,Wednesday,November
409793,2014-09-21,Sunday,September
409838,2014-01-06,Monday,January
409885,2014-12-29,Monday,December
409931,2014-12-15,Monday,December
409943,2014-10-23,Thursday,October
409974,2014-05-08,Thursday,May
410121,2014-03-19,Wednesday,March
410570,2014-04-27,Sunday,April
440669,2015-02-20,Friday,February
440670,2015-05-15,Friday,May
440671,2015-08-15,Saturday,August
440672,2015-10-06,Tuesday,October
440673,2015-09-30,Wednesday,September
440674,2015-04-17,Friday,April
440675,2015-08-18,Tuesday,August
440676,2015-01-02,Friday,January
440677,2015-02-27,Friday,February
440678,2015-12-31,Thursday,December
440679,2015-10-21,Wednesday,October
440680,2015-03-16,Monday,March
440681,2015-01-27,Tuesday,January
440682,2015-05-11,Monday,May
440683,2015-09-25,Friday,September
440684,2015-06-30,Tuesday,June
440685,2015-04-28,Tuesday,April
440686,2015-05-06,Wednesday,May
440687,2015-01-06,Tuesday,January
440688,2015-06-06,Saturday,June
440689,2015-06-22,Monday,June
440690,2015-08-20,Thursday,August
440691,2015-01-05,Monday,January
440692,2015-02-01,Sunday,February
440693,2015-09-01,Tuesday,September
440694,2015-01-23,Friday,January
440695,2015-03-14,Saturday,March
440696,2015-12-27,Sunday,December
440697,2015-07-04,Saturday,July
440698,2015-10-31,Saturday,October
440699,2015-03-10,Tuesday,March
440700,2015-08-31,Monday,August
440701,2015-09-19,Saturday,September
440702,2015-06-04,Thursday,June
440706,2015-06-08,Monday,June
440707,2015-05-08,Friday,May
440708,2015-08-24,Monday,August
440710,2015-11-28,Saturday,November
440711,2015-01-21,Wednesday,January
440712,2015-11-14,Saturday,November
440713,2015-04-14,Tuesday,April
440716,2015-04-04,Saturday,April
440717,2015-04-18,Saturday,April
440720,2015-05-24,Sunday,May
440721,2015-10-02,Friday,October
440722,2015-05-12,Tuesday,May
440723,2015-09-20,Sunday,September
440724,2015-06-05,Friday,June
440725,2015-11-13,Friday,November
440726,2015-01-11,Sunday,January
440727,2015-09-08,Tuesday,September
440728,2015-05-14,Thursday,May
440729,2015-06-15,Monday,June
440730,2015-03-11,Wednesday,March
440731,2015-06-12,Friday,June
440732,2015-08-26,Wednesday,August
440733,2015-05-10,Sunday,May
440734,2015-03-20,Friday,March
440737,2015-10-24,Saturday,October
440738,2015-10-09,Friday,October
440739,2015-04-15,Wednesday,April
440741,2015-04-29,Wednesday,April
440743,2015-04-21,Tuesday,April
440745,2015-03-04,Wednesday,March
440746,2015-04-05,Sunday,April
440748,2015-05-09,Saturday,May
440750,2015-10-17,Saturday,October
440751,2015-01-17,Saturday,January
440752,2015-12-02,Wednesday,December
440753,2015-10-12,Monday,October
440754,2015-09-12,Saturday,September
440756,2015-12-25,Friday,December
440758,2015-03-23,Monday,March
440759,2015-01-08,Thursday,January
440760,2015-06-17,Wednesday,June
440761,2015-12-09,Wednesday,December
440763,2015-07-19,Sunday,July
440766,2015-01-14,Wednesday,January
440767,2015-06-16,Tuesday,June
440768,2015-04-23,Thursday,April
440769,2015-03-18,Wednesday,March
440770,2015-09-05,Saturday,September
440771,2015-04-03,Friday,April
440772,2015-06-21,Sunday,June
440773,2015-12-08,Tuesday,December
440775,2015-07-12,Sunday,July
440779,2015-07-02,Thursday,July
440780,2015-11-01,Sunday,November
440781,2015-08-09,Sunday,August
440784,2015-09-11,Friday,September
440785,2015-01-01,Thursday,January
440786,2015-10-30,Friday,October
440787,2015-05-31,Sunday,May
440788,2015-11-05,Thursday,November
440789,2015-12-17,Thursday,December
440790,2015-12-03,Thursday,December
440791,2015-08-12,Wednesday,August
440792,2015-10-18,Sunday,October
440794,2015-08-14,Friday,August
440795,2015-01-07,Wednesday,January
440799,2015-05-25,Monday,May
440801,2015-04-11,Saturday,April
440804,2015-11-02,Monday,November
440806,2015-07-25,Saturday,July
440807,2015-03-19,Thursday,March
440808,2015-11-25,Wednesday,November
440809,2015-04-08,Wednesday,April
440810,2015-11-22,Sunday,November
440811,2015-01-10,Saturday,January
440812,2015-01-24,Saturday,January
440815,2015-08-19,Wednesday,August
440816,2015-09-26,Saturday,September
440818,2015-11-19,Thursday,November
440821,2015-01-30,Friday,January
440822,2015-06-29,Monday,June
440823,2015-08-11,Tuesday,August
440824,2015-09-02,Wednesday,September
440825,2015-06-09,Tuesday,June
440827,2015-03-31,Tuesday,March
440828,2015-07-15,Wednesday,July
440829,2015-03-25,Wednesday,March
440830,2015-12-30,Wednesday,December
440833,2015-05-17,Sunday,May
440834,2015-07-18,Saturday,July
440835,2015-03-02,Monday,March
440836,2015-12-29,Tuesday,December
440837,2015-09-07,Monday,September
440840,2015-03-09,Monday,March
440841,2015-12-26,Saturday,December
440844,2015-08-22,Saturday,August
440845,2015-10-16,Friday,October
440847,2015-02-16,Monday,February
440849,2015-08-17,Monday,August
440850,2015-12-16,Wednesday,December
440851,2015-05-27,Wednesday,May
440852,2015-08-30,Sunday,August
440853,2015-04-07,Tuesday,April
440856,2015-08-29,Saturday,August
440858,2015-05-05,Tuesday,May
440860,2015-12-23,Wednesday,December
440862,2015-11-10,Tuesday,November
440863,2015-02-12,Thursday,February
440864,2015-08-07,Friday,August
440867,2015-10-15,Thursday,October
440868,2015-12-01,Tuesday,December
440869,2015-09-03,Thursday,September
440873,2015-12-10,Thursday,December
440875,2015-07-20,Monday,July
440876,2015-09-28,Monday,September
440878,2015-03-13,Friday,March
440880,2015-03-17,Tuesday,March
440881,2015-01-26,Monday,January
440882,2015-08-21,Friday,August
440884,2015-02-21,Saturday,February
440885,2015-09-10,Thursday,September
440886,2015-05-13,Wednesday,May
440887,2015-03-24,Tuesday,March
440888,2015-06-18,Thursday,June
440889,2015-01-03,Saturday,January
440890,2015-09-18,Friday,September
440892,2015-07-27,Monday,July
440893,2015-06-27,Saturday,June
440894,2015-02-07,Saturday,February
440895,2015-02-08,Sunday,February
440896,2015-10-07,Wednesday,October
440898,2015-11-06,Friday,November
440899,2015-11-21,Saturday,November
440900,2015-03-08,Sunday,March
440903,2015-07-10,Friday,July
440906,2015-03-01,Sunday,March
440908,2015-04-24,Friday,April
440910,2015-08-05,Wednesday,August
440911,2015-07-07,Tuesday,July
440912,2015-06-28,Sunday,June
440913,2015-05-30,Saturday,May
440917,2015-03-06,Friday,March
440920,2015-08-13,Thursday,August
440922,2015-04-25,Saturday,April
440926,2015-03-27,Friday,March
440930,2015-11-08,Sunday,November
440934,2015-07-28,Tuesday,July
440936,2015-09-23,Wednesday,September
440937,2015-10-28,Wednesday,October
440938,2015-11-07,Saturday,November
440940,2015-10-23,Friday,October
440941,2015-11-16,Monday,November
440944,2015-12-14,Monday,December
440945,2015-02-15,Sunday,February
440948,2015-08-25,Tuesday,August
440949,2015-06-13,Saturday,June
440951,2015-02-04,Wednesday,February
440952,2015-05-19,Tuesday,May
440960,2015-11-26,Thursday,November
440963,2015-03-26,Thursday,March
440964,2015-07-09,Thursday,July
440971,2015-01-13,Tuesday,January
440972,2015-11-30,Monday,November
440976,2015-06-07,Sunday,June
440977,2015-02-14,Saturday,February
440982,2015-06-03,Wednesday,June
440983,2015-02-09,Monday,February
440986,2015-05-04,Monday,May
440987,2015-05-23,Saturday,May
440992,2015-12-15,Tuesday,December
440996,2015-09-14,Monday,September
440997,2015-06-23,Tuesday,June
440998,2015-12-19,Saturday,December
440999,2015-11-24,Tuesday,November
441000,2015-01-20,Tuesday,January
441001,2015-11-12,Thursday,November
441003,2015-09-29,Tuesday,September
441008,2015-09-21,Monday,September
441018,2015-07-23,Thursday,July
441020,2015-07-03,Friday,July
441022,2015-11-15,Sunday,November
441028,2015-01-25,Sunday,January
441033,2015-07-05,Sunday,July
441037,2015-12-05,Saturday,December
441039,2015-08-01,Saturday,August
441046,2015-07-13,Monday,July
441057,2015-05-02,Saturday,May
441059,2015-07-01,Wednesday,July
441064,2015-11-23,Monday,November
441065,2015-04-26,Sunday,April
441070,2015-04-20,Monday,April
441071,2015-01-28,Wednesday,January
441072,2015-12-04,Friday,December
441073,2015-06-02,Tuesday,June
441074,2015-11-18,Wednesday,November
441075,2015-06-26,Friday,June
441080,2015-08-02,Sunday,August
441082,2015-05-07,Thursday,May
441087,2015-07-06,Monday,July
441089,2015-01-16,Friday,January
441096,2015-11-04,Wednesday,November
441100,2015-12-18,Friday,December
441101,2015-07-11,Saturday,July
441111,2015-11-27,Friday,November
441115,2015-03-07,Saturday,March
441117,2015-04-12,Sunday,April
441118,2015-01-09,Friday,January
441119,2015-07-21,Tuesday,July
441120,2015-01-19,Monday,January
441123,2015-06-20,Saturday,June
441124,2015-07-22,Wednesday,July
441136,2015-02-19,Thursday,February
441141,2015-11-11,Wednesday,November
441144,2015-05-29,Friday,May
441148,2015-08-06,Thursday,August
441157,2015-10-29,Thursday,October
441159,2015-05-16,Saturday,May
441165,2015-02-22,Sunday,February
441175,2015-11-17,Tuesday,November
441176,2015-07-14,Tuesday,July
441179,2015-03-21,Saturday,March
441180,2015-02-26,Thursday,February
441182,2015-04-16,Thursday,April
441190,2015-10-10,Saturday,October
441198,2015-10-25,Sunday,October
441203,2015-12-06,Sunday,December
441206,2015-06-25,Thursday,June
441209,2015-10-22,Thursday,October
441221,2015-12-24,Thursday,December
441222,2015-07-24,Friday,July
441228,2015-09-15,Tuesday,September
441236,2015-04-01,Wednesday,April
441239,2015-04-22,Wednesday,April
441240,2015-05-22,Friday,May
441246,2015-01-31,Saturday,January
441250,2015-07-08,Wednesday,July
441259,2015-07-30,Thursday,July
441261,2015-03-12,Thursday,March
441262,2015-08-08,Saturday,August
441264,2015-10-13,Tuesday,October
441279,2015-10-01,Thursday,October
441280,2015-05-20,Wednesday,May
441282,2015-12-22,Tuesday,December
441284,2015-12-07,Monday,December
441285,2015-11-03,Tuesday,November
441293,2015-04-30,Thursday,April
441295,2015-11-20,Friday,November
441301,2015-02-11,Wednesday,February
441304,2015-02-02,Monday,February
441308,2015-12-11,Friday,December
441310,2015-06-11,Thursday,June
441312,2015-02-06,Friday,February
441327,2015-08-23,Sunday,August
441328,2015-06-01,Monday,June
441329,2015-10-26,Monday,October
441331,2015-05-18,Monday,May
441344,2015-05-28,Thursday,May
441350,2015-07-16,Thursday,July
441353,2015-07-26,Sunday,July
441359,2015-04-09,Thursday,April
441374,2015-10-11,Sunday,October
441376,2015-12-12,Saturday,December
441377,2015-01-29,Thursday,January
441378,2015-12-28,Monday,December
441384,2015-07-17,Friday,July
441385,2015-01-15,Thursday,January
441388,2015-10-05,Monday,October
441412,2015-09-24,Thursday,September
441417,2015-05-03,Sunday,May
441421,2015-08-10,Monday,August
441428,2015-08-28,Friday,August
441440,2015-10-08,Thursday,October
441455,2015-09-06,Sunday,September
441456,2015-03-30,Monday,March
441462,2015-03-05,Thursday,March
441483,2015-01-12,Monday,January
441490,2015-02-17,Tuesday,February
441494,2015-05-21,Thursday,May
441523,2015-09-09,Wednesday,September
441534,2015-02-24,Tuesday,February
441543,2015-05-26,Tuesday,May
441548,2015-06-24,Wednesday,June
441552,2015-02-03,Tuesday,February
441573,2015-08-03,Monday,August
441582,2015-08-04,Tuesday,August
441591,2015-10-27,Tuesday,October
441593,2015-09-13,Sunday,September
441604,2015-03-15,Sunday,March
441608,2015-09-17,Thursday,September
441612,2015-03-22,Sunday,March
441620,2015-07-29,Wednesday,July
441622,2015-10-19,Monday,October
441625,2015-06-10,Wednesday,June
441628,2015-12-21,Monday,December
441630,2015-01-04,Sunday,January
441634,2015-02-23,Monday,February
441638,2015-10-14,Wednesday,October
441639,2015-09-22,Tuesday,September
441642,2015-03-29,Sunday,March
441676,2015-04-06,Monday,April
441693,2015-02-28,Saturday,February
441700,2015-02-05,Thursday,February
441703,2015-09-16,Wednesday,September
441780,2015-01-18,Sunday,January
441795,2015-04-19,Sunday,April
441806,2015-03-28,Saturday,March
441816,2015-04-10,Friday,April
441831,2015-04-27,Monday,April
441855,2015-11-09,Monday,November
441918,2015-04-02,Thursday,April
441941,2015-02-13,Friday,February
441985,2015-09-04,Friday,September
442050,2015-01-22,Thursday,January
442082,2015-06-14,Sunday,June
442097,2015-06-19,Friday,June
442098,2015-03-03,Tuesday,March
442104,2015-11-29,Sunday,November
442129,2015-02-10,Tuesday,February
442195,2015-12-13,Sunday,December
442271,2015-12-20,Sunday,December
442299,2015-04-13,Monday,April
442316,2015-02-25,Wednesday,February
442318,2015-08-16,Sunday,August
442359,2015-10-20,Tuesday,October
442484,2015-05-01,Friday,May
442604,2015-02-18,Wednesday,February
442757,2015-10-03,Saturday,October
442802,2015-10-04,Sunday,October
442843,2015-08-27,Thursday,August
442923,2015-09-27,Sunday,September
443289,2015-07-31,Friday,July
474997,2016-08-15,Monday,August
474999,2016-09-03,Saturday,September
475000,2016-09-15,Thursday,September
475001,2016-10-13,Thursday,October
475003,2016-12-24,Saturday,December
475004,2016-09-25,Sunday,September
475005,2016-12-26,Monday,December
475006,2016-01-28,Thursday,January
475007,2016-09-05,Monday,September
475008,2016-11-02,Wednesday,November
475009,2016-11-28,Monday,November
475010,2016-11-16,Wednesday,November
475012,2016-10-04,Tuesday,October
475013,2016-08-20,Saturday,August
475014,2016-10-11,Tuesday,October
475016,2016-07-18,Monday,July
475017,2016-07-22,Friday,July
475018,2016-10-29,Saturday,October
475019,2016-10-17,Monday,October
475020,2016-07-31,Sunday,July
475021,2016-06-17,Friday,June
475022,2016-01-12,Tuesday,January
475023,2016-08-18,Thursday,August
475024,2016-12-10,Saturday,December
475025,2016-08-08,Monday,August
475026,2016-02-13,Saturday,February
475027,2016-11-26,Saturday,November
475028,2016-11-08,Tuesday,November
475029,2016-03-14,Monday,March
475030,2016-08-29,Monday,August
475031,2016-04-12,Tuesday,April
475032,2016-10-31,Monday,October
475033,2016-06-24,Friday,June
475034,2016-06-20,Monday,June
475035,2016-03-11,Friday,March
475036,2016-01-22,Friday,January
475037,2016-12-03,Saturday,December
475038,2016-03-31,Thursday,March
475039,2016-09-28,Wednesday,September
475040,2016-03-07,Monday,March
475041,2016-12-22,Thursday,December
475042,2016-09-29,Thursday,September
475043,2016-03-25,Friday,March
475044,2016-03-18,Friday,March
475045,2016-06-28,Tuesday,June
475046,2016-01-24,Sunday,January
475047,2016-03-08,Tuesday,March
475048,2016-04-22,Friday,April
475049,2016-04-18,Monday,April
475051,2016-08-03,Wednesday,August
475052,2016-09-07,Wednesday,September
475053,2016-12-17,Saturday,December
475054,2016-06-30,Thursday,June
475055,2016-12-07,Wednesday,December
475056,2016-01-26,Tuesday,January
475057,2016-01-31,Sunday,January
475058,2016-02-04,Thursday,February
475059,2016-03-06,Sunday,March
475062,2016-05-04,Wednesday,May
475063,2016-05-08,Sunday,May
475065,2016-06-01,Wednesday,June
475067,2016-07-30,Saturday,July
475068,2016-09-23,Friday,September
475069,2016-12-09,Friday,December
475070,2016-12-13,Tuesday,December
475071,2016-03-29,Tuesday,March
475072,2016-05-17,Tuesday,May
475073,2016-08-10,Wednesday,August
475074,2016-03-27,Sunday,March
475075,2016-03-22,Tuesday,March
475077,2016-07-12,Tuesday,July
475078,2016-01-16,Saturday,January
475079,2016-02-22,Monday,February
475080,2016-05-14,Saturday,May
475081,2016-06-02,Thursday,June
475082,2016-07-10,Sunday,July
475083,2016-05-12,Thursday,May
475084,2016-04-14,Thursday,April
475085,2016-10-14,Friday,October
475086,2016-01-03,Sunday,January
475087,2016-09-14,Wednesday,September
475089,2016-03-17,Thursday,March
475090,2016-09-02,Friday,September
475092,2016-04-08,Friday,April
475093,2016-03-12,Saturday,March
475094,2016-01-25,Monday,January
475095,2016-10-27,Thursday,October
475096,2016-10-06,Thursday,October
475099,2016-08-13,Saturday,August
475100,2016-05-25,Wednesday,May
475103,2016-07-21,Thursday,July
475104,2016-12-21,Wednesday,December
475105,2016-02-15,Monday,February
475107,2016-05-11,Wednesday,May
475108,2016-04-03,Sunday,April
475109,2016-07-16,Saturday,July
475110,2016-03-28,Monday,March
475111,2016-02-01,Monday,February
475113,2016-04-05,Tuesday,April
475114,2016-10-25,Tuesday,October
475115,2016-03-16,Wednesday,March
475119,2016-12-08,Thursday,December
475120,2016-04-02,Saturday,April
475122,2016-11-30,Wednesday,November
475123,2016-02-03,Wednesday,February
475126,2016-04-06,Wednesday,April
475127,2016-04-11,Monday,April
475129,2016-05-05,Thursday,May
475130,2016-05-13,Friday,May
475131,2016-05-22,Sunday,May
475133,2016-12-30,Friday,December
475135,2016-10-28,Friday,October
475137,2016-01-11,Monday,January
475140,2016-08-12,Friday,August
475141,2016-03-21,Monday,March
475144,2016-01-10,Sunday,January
475145,2016-10-01,Saturday,October
475147,2016-08-02,Tuesday,August
475148,2016-07-01,Friday,July
475149,2016-05-01,Sunday,May
475150,2016-10-21,Friday,October
475151,2016-09-10,Saturday,September
475152,2016-05-28,Saturday,May
475153,2016-11-18,Friday,November
475154,2016-03-15,Tuesday,March
475156,2016-07-02,Saturday,July
475157,2016-12-25,Sunday,December
475159,2016-04-29,Friday,April
475161,2016-11-10,Thursday,November
475164,2016-01-08,Friday,January
475165,2016-07-29,Friday,July
475167,2016-12-18,Sunday,December
475169,2016-09-08,Thursday,September
475170,2016-07-20,Wednesday,July
475172,2016-02-17,Wednesday,February
475173,2016-06-19,Sunday,June
475174,2016-07-25,Monday,July
475177,2016-04-04,Monday,April
475179,2016-09-13,Tuesday,September
475180,2016-06-15,Wednesday,June
475183,2016-05-09,Monday,May
475184,2016-10-24,Monday,October
475185,2016-04-27,Wednesday,April
475186,2016-08-24,Wednesday,August
475188,2016-08-07,Sunday,August
475191,2016-09-19,Monday,September
475192,2016-04-10,Sunday,April
475195,2016-10-10,Monday,October
475197,2016-08-17,Wednesday,August
475198,2016-03-19,Saturday,March
475199,2016-03-10,Thursday,March
475201,2016-04-24,Sunday,April
475203,2016-10-02,Sunday,October
475204,2016-01-21,Thursday,January
475205,2016-05-15,Sunday,May
475207,2016-08-21,Sunday,August
475208,2016-08-11,Thursday,August
475209,2016-03-05,Saturday,March
475210,2016-12-15,Thursday,December
475211,2016-10-09,Sunday,October
475212,2016-01-15,Friday,January
475214,2016-07-08,Friday,July
475216,2016-06-07,Tuesday,June
475218,2016-08-06,Saturday,August
475220,2016-12-11,Sunday,December
475223,2016-08-26,Friday,August
475224,2016-01-20,Wednesday,January
475225,2016-03-23,Wednesday,March
475228,2016-09-20,Tuesday,September
475229,2016-07-11,Monday,July
475230,2016-05-06,Friday,May
475231,2016-03-04,Friday,March
475232,2016-03-01,Tuesday,March
475234,2016-02-29,Monday,February
475236,2016-04-13,Wednesday,April
475237,2016-10-05,Wednesday,October
475240,2016-05-29,Sunday,May
475241,2016-04-20,Wednesday,April
475244,2016-07-27,Wednesday,July
475246,2016-02-21,Sunday,February
475249,2016-02-11,Thursday,February
475250,2016-11-14,Monday,November
475253,2016-01-18,Monday,January
475254,2016-11-01,Tuesday,November
475255,2016-06-23,Thursday,June
475256,2016-10-20,Thursday,October
475257,2016-09-21,Wednesday,September
475258,2016-08-31,Wednesday,August
475259,2016-11-13,Sunday,November
475261,2016-08-19,Friday,August
475264,2016-11-05,Saturday,November
475265,2016-11-04,Friday,November
475269,2016-10-07,Friday,October
475270,2016-09-12,Monday,September
475271,2016-02-16,Tuesday,February
475272,2016-06-03,Friday,June
475274,2016-09-01,Thursday,September
475276,2016-06-25,Saturday,June
475277,2016-02-08,Monday,February
475278,2016-10-12,Wednesday,October
475279,2016-01-04,Monday,January
475282,2016-03-03,Thursday,March
475283,2016-05-18,Wednesday,May
475285,2016-02-28,Sunday,February
